,GAME_DATE_EST,HOME_TEAM_ID,VISITOR_TEAM_ID
3021,2012-12-13,POR,SA
3020,2012-12-13,NY,LAL
3019,2012-12-13,ATL,CHA
3014,2012-12-14,NO,MIN
3008,2012-12-14,TOR,DAL
3009,2012-12-14,WAS,LAL
3010,2012-12-14,IND,PHI
3011,2012-12-14,ORL,GS
3016,2012-12-14,OKC,SAC
3013,2012-12-14,CLE,MIL
3015,2012-12-14,HOU,BOS
3017,2012-12-14,PHO,UTA
3018,2012-12-14,DEN,MEM
3012,2012-12-14,BKN,DET
2999,2012-12-15,CHA,ORL
3000,2012-12-15,NY,CLE
2998,2012-12-15,ATL,GS
3001,2012-12-15,MIA,WAS
3002,2012-12-15,DET,IND
3003,2012-12-15,CHI,BKN
3004,2012-12-15,MIN,DAL
3005,2012-12-15,MIL,LAC
3007,2012-12-15,UTA,MEM
3006,2012-12-15,SA,BOS
2997,2012-12-16,POR,NO
2996,2012-12-16,SAC,DEN
2995,2012-12-16,PHI,LAL
2994,2012-12-16,TOR,HOU
2988,2012-12-17,ORL,MIN
2989,2012-12-17,NY,HOU
2991,2012-12-17,MEM,CHI
2992,2012-12-17,OKC,SA
2993,2012-12-17,PHO,SAC
2990,2012-12-17,DET,LAC
2980,2012-12-18,BKN,UTA
2978,2012-12-18,WAS,ATL
2979,2012-12-18,CLE,TOR
2981,2012-12-18,MIA,MIN
2986,2012-12-18,LAL,CHA
2983,2012-12-18,MIL,IND
2984,2012-12-18,DAL,PHI
2985,2012-12-18,DEN,SA
2987,2012-12-18,GS,NO
2982,2012-12-18,CHI,BOS
2969,2012-12-19,ORL,WAS
2967,2012-12-19,TOR,DET
2968,2012-12-19,NY,BKN
2970,2012-12-19,IND,UTA
2975,2012-12-19,MEM,MIL
2972,2012-12-19,ATL,OKC
2973,2012-12-19,HOU,PHI
2974,2012-12-19,PHO,CHA
2977,2012-12-19,LAC,NO
2976,2012-12-19,SAC,GS
2971,2012-12-19,BOS,CLE
2966,2012-12-20,POR,DEN
2965,2012-12-20,DAL,MIA
2964,2012-12-20,MIN,OKC
2954,2012-12-21,TOR,ORL
2955,2012-12-21,PHI,ATL
2956,2012-12-21,BOS,MIL
2957,2012-12-21,NY,CHI
2960,2012-12-21,MEM,DAL
2959,2012-12-21,CLE,IND
2961,2012-12-21,SA,NO
2962,2012-12-21,LAC,SAC
2963,2012-12-21,GS,CHA
2958,2012-12-21,DET,WAS
2946,2012-12-22,ATL,CHI
2945,2012-12-22,WAS,DET
2947,2012-12-22,MIA,UTA
2953,2012-12-22,GS,LAL
2949,2012-12-22,HOU,MEM
2950,2012-12-22,MIL,CLE
2951,2012-12-22,DEN,CHA
2952,2012-12-22,POR,PHO
2948,2012-12-22,NO,IND
2944,2012-12-23,SAC,POR
2943,2012-12-23,PHO,LAC
2942,2012-12-23,SA,DAL
2941,2012-12-23,ORL,UTA
2940,2012-12-23,NY,MIN
2939,2012-12-23,BKN,PHI
2934,2012-12-25,BKN,BOS
2938,2012-12-25,LAC,DEN
2936,2012-12-25,MIA,OKC
2937,2012-12-25,CHI,HOU
2935,2012-12-25,LAL,NY
2924,2012-12-26,ORL,NO
2922,2012-12-26,WAS,CLE
2923,2012-12-26,CHA,MIA
2926,2012-12-26,MIL,BKN
2925,2012-12-26,ATL,DET
2928,2012-12-26,MIN,HOU
2933,2012-12-26,POR,SAC
2929,2012-12-26,SA,TOR
2930,2012-12-26,DEN,LAL
2931,2012-12-26,UTA,GS
2932,2012-12-26,PHO,NY
2927,2012-12-26,MEM,PHI
2921,2012-12-27,LAC,BOS
2920,2012-12-27,OKC,DAL
2908,2012-12-28,WAS,ORL
2909,2012-12-28,IND,PHO
2910,2012-12-28,BKN,CHA
2911,2012-12-28,DET,MIA
2912,2012-12-28,CLE,ATL
2914,2012-12-28,DAL,DEN
2915,2012-12-28,SA,HOU
2916,2012-12-28,UTA,LAC
2917,2012-12-28,SAC,NY
2918,2012-12-28,LAL,POR
2919,2012-12-28,GS,PHI
2913,2012-12-28,NO,TOR
2897,2012-12-29,CHA,NO
2898,2012-12-29,ATL,IND
2900,2012-12-29,BKN,CLE
2901,2012-12-29,CHI,WAS
2899,2012-12-29,ORL,TOR
2903,2012-12-29,HOU,OKC
2904,2012-12-29,MIN,PHO
2905,2012-12-29,MIL,MIA
2906,2012-12-29,POR,PHI
2902,2012-12-29,MEM,DEN
2907,2012-12-29,GS,BOS
2896,2012-12-30,LAC,UTA
2895,2012-12-30,SAC,BOS
2894,2012-12-30,DAL,SA
2893,2012-12-30,DET,MIL
2888,2012-12-31,CHI,CHA
2887,2012-12-31,IND,MEM
2890,2012-12-31,HOU,ATL
2891,2012-12-31,SA,BKN
2892,2012-12-31,OKC,PHO
2889,2012-12-31,ORL,MIA
2886,2013-01-01,LAL,PHI
2885,2013-01-01,DEN,LAC
2884,2013-01-01,NO,ATL
2883,2013-01-01,DET,SAC
2882,2013-01-01,NY,POR
2881,2013-01-01,WAS,DAL
2872,2013-01-02,IND,WAS
2869,2013-01-02,TOR,POR
2870,2013-01-02,ORL,CHI
2871,2013-01-02,CLE,SAC
2873,2013-01-02,BOS,MEM
2876,2013-01-02,HOU,NO
2875,2013-01-02,MIL,SA
2877,2013-01-02,OKC,BKN
2878,2013-01-02,UTA,MIN
2879,2013-01-02,PHO,PHI
2880,2013-01-02,GS,LAC
2874,2013-01-02,MIA,DAL
2868,2013-01-03,DEN,MIN
2867,2013-01-03,NY,SA
2856,2013-01-04,TOR,SAC
2857,2013-01-04,WAS,BKN
2858,2013-01-04,CHA,CLE
2859,2013-01-04,DET,ATL
2862,2013-01-04,MEM,POR
2861,2013-01-04,BOS,IND
2863,2013-01-04,OKC,PHI
2864,2013-01-04,MIL,HOU
2865,2013-01-04,PHO,UTA
2866,2013-01-04,LAC,LAL
2860,2013-01-04,MIA,CHI
2848,2013-01-05,IND,MIL
2847,2013-01-05,ORL,NY
2849,2013-01-05,BKN,SAC
2846,2013-01-05,ATL,BOS
2851,2013-01-05,MIN,POR
2852,2013-01-05,DAL,NO
2853,2013-01-05,SA,PHI
2854,2013-01-05,DEN,UTA
2850,2013-01-05,CLE,HOU
2855,2013-01-05,LAC,GS
2845,2013-01-06,LAL,DEN
2844,2013-01-06,PHO,MEM
2843,2013-01-06,DET,CHA
2842,2013-01-06,MIA,WAS
2841,2013-01-06,TOR,OKC
2834,2013-01-07,WAS,OKC
2835,2013-01-07,NY,BOS
2836,2013-01-07,CHI,CLE
2837,2013-01-07,NO,SA
2838,2013-01-07,UTA,DAL
2839,2013-01-07,SAC,MEM
2840,2013-01-07,POR,ORL
2833,2013-01-08,MIN,ATL
2832,2013-01-08,HOU,LAL
2831,2013-01-08,MIL,PHO
2830,2013-01-08,IND,MIA
2829,2013-01-08,PHI,BKN
2818,2013-01-09,TOR,PHI
2819,2013-01-09,CHA,UTA
2820,2013-01-09,CLE,ATL
2822,2013-01-09,CHI,MIL
2821,2013-01-09,BOS,PHO
2828,2013-01-09,GS,MEM
2824,2013-01-09,SA,LAL
2825,2013-01-09,OKC,MIN
2826,2013-01-09,DEN,ORL
2823,2013-01-09,NO,HOU
2827,2013-01-09,LAC,DAL
2817,2013-01-10,POR,MIA
2816,2013-01-10,SAC,DAL
2815,2013-01-10,IND,NY
2804,2013-01-11,TOR,CHA
2805,2013-01-11,BOS,HOU
2806,2013-01-11,BKN,PHO
2807,2013-01-11,ATL,UTA
2810,2013-01-11,NO,MIN
2811,2013-01-11,MIL,DET
2812,2013-01-11,DEN,CLE
2813,2013-01-11,LAL,OKC
2814,2013-01-11,GS,POR
2809,2013-01-11,MEM,SA
2808,2013-01-11,NY,CHI
2803,2013-01-12,SAC,MIA
2802,2013-01-12,DAL,MEM
2801,2013-01-12,CHI,PHO
2800,2013-01-12,DET,UTA
2799,2013-01-12,PHI,HOU
2798,2013-01-12,IND,CHA
2797,2013-01-12,WAS,ATL
2796,2013-01-12,LAC,ORL
2789,2013-01-13,NY,NO
2790,2013-01-13,TOR,MIL
2795,2013-01-13,LAL,CLE
2792,2013-01-13,SA,MIN
2793,2013-01-13,DEN,GS
2791,2013-01-13,BKN,IND
2794,2013-01-13,POR,OKC
2788,2013-01-14,SAC,CLE
2787,2013-01-14,PHO,OKC
2786,2013-01-14,UTA,MIA
2785,2013-01-14,DAL,MIN
2784,2013-01-14,MEM,LAC
2783,2013-01-14,CHI,ATL
2782,2013-01-14,BOS,CHA
2781,2013-01-14,WAS,ORL
2775,2013-01-15,PHI,NO
2776,2013-01-15,CHA,IND
2780,2013-01-15,LAL,MIL
2778,2013-01-15,HOU,LAC
2779,2013-01-15,DEN,POR
2777,2013-01-15,BKN,TOR
2765,2013-01-16,TOR,CHI
2767,2013-01-16,ATL,BKN
2768,2013-01-16,BOS,NO
2766,2013-01-16,ORL,IND
2770,2013-01-16,DAL,HOU
2771,2013-01-16,SA,MEM
2772,2013-01-16,SAC,WAS
2773,2013-01-16,POR,CLE
2774,2013-01-16,GS,MIA
2769,2013-01-16,OKC,DEN
2764,2013-01-17,LAL,MIA
2763,2013-01-17,PHO,MIL
2762,2013-01-17,MIN,LAC
2761,2013-01-17,DET,NY
2752,2013-01-18,BOS,CHI
2753,2013-01-18,PHI,TOR
2754,2013-01-18,ORL,CHA
2755,2013-01-18,IND,HOU
2757,2013-01-18,MEM,SAC
2758,2013-01-18,SA,GS
2759,2013-01-18,DEN,WAS
2760,2013-01-18,DAL,OKC
2756,2013-01-18,BKN,ATL
2751,2013-01-19,LAC,WAS
2750,2013-01-19,POR,MIL
2749,2013-01-19,UTA,CLE
2748,2013-01-19,MIN,HOU
2747,2013-01-19,NO,GS
2746,2013-01-19,CHI,MEM
2745,2013-01-19,ATL,SA
2744,2013-01-19,CHA,SAC
2740,2013-01-20,TOR,LAL
2741,2013-01-20,ORL,DAL
2743,2013-01-20,DEN,OKC
2742,2013-01-20,DET,BOS
2731,2013-01-21,MEM,IND
2732,2013-01-21,NO,SAC
2733,2013-01-21,CHA,HOU
2739,2013-01-21,POR,WAS
2735,2013-01-21,NY,BKN
2736,2013-01-21,GS,LAC
2737,2013-01-21,PHI,SA
2734,2013-01-21,ATL,MIN
2738,2013-01-21,CHI,LAL
2727,2013-01-22,LAC,OKC
2729,2013-01-22,MIL,PHI
2730,2013-01-22,DET,ORL
2728,2013-01-22,CLE,BOS
2726,2013-01-23,UTA,WAS
2725,2013-01-23,SA,NO
2723,2013-01-23,GS,OKC
2722,2013-01-23,HOU,DEN
2721,2013-01-23,MEM,LAL
2720,2013-01-23,POR,IND
2719,2013-01-23,MIA,TOR
2718,2013-01-23,SAC,PHO
2717,2013-01-23,CHA,ATL
2716,2013-01-23,CHI,DET
2724,2013-01-23,MIN,BKN
2714,2013-01-24,BOS,NY
2715,2013-01-24,PHO,LAC
2713,2013-01-24,ORL,TOR
2712,2013-01-25,LAL,UTA
2711,2013-01-25,SAC,OKC
2710,2013-01-25,DAL,SA
2709,2013-01-25,NO,HOU
2708,2013-01-25,MEM,BKN
2707,2013-01-25,CHI,GS
2706,2013-01-25,CLE,MIL
2705,2013-01-25,MIA,DET
2704,2013-01-25,ATL,BOS
2703,2013-01-25,WAS,MIN
2693,2013-01-26,TOR,CLE
2694,2013-01-26,PHI,NY
2695,2013-01-26,WAS,CHI
2696,2013-01-26,CHA,MIN
2701,2013-01-26,UTA,IND
2698,2013-01-26,MIL,GS
2699,2013-01-26,SA,PHO
2700,2013-01-26,DEN,SAC
2702,2013-01-26,POR,LAC
2697,2013-01-26,HOU,BKN
2687,2013-01-27,LAL,OKC
2688,2013-01-27,ORL,DET
2686,2013-01-27,BOS,MIA
2690,2013-01-27,NY,ATL
2692,2013-01-27,LAC,POR
2689,2013-01-27,MEM,NO
2691,2013-01-27,DAL,PHO
2685,2013-01-28,UTA,HOU
2684,2013-01-28,DEN,IND
2683,2013-01-28,CHI,CHA
2682,2013-01-28,BKN,ORL
2681,2013-01-28,WAS,SAC
2680,2013-01-28,PHI,MEM
2679,2013-01-28,TOR,GS
2675,2013-01-29,CLE,GS
2678,2013-01-29,LAL,NO
2677,2013-01-29,POR,DAL
2676,2013-01-29,DET,MIL
2666,2013-01-30,NY,ORL
2663,2013-01-30,PHI,WAS
2664,2013-01-30,IND,DET
2665,2013-01-30,BOS,SAC
2667,2013-01-30,ATL,TOR
2671,2013-01-30,SA,CHA
2669,2013-01-30,MIL,CHI
2670,2013-01-30,MIN,LAC
2672,2013-01-30,DEN,HOU
2673,2013-01-30,UTA,NO
2674,2013-01-30,PHO,LAL
2668,2013-01-30,BKN,MIA
2662,2013-01-31,GS,DAL
2661,2013-01-31,OKC,MEM
2652,2013-02-01,BKN,CHI
2649,2013-02-01,TOR,LAC
2650,2013-02-01,IND,MIA
2651,2013-02-01,BOS,ORL
2653,2013-02-01,NY,MIL
2660,2013-02-01,MIN,LAL
2655,2013-02-01,DET,CLE
2656,2013-02-01,MEM,WAS
2657,2013-02-01,DEN,NO
2658,2013-02-01,UTA,POR
2659,2013-02-01,PHO,DAL
2654,2013-02-01,PHI,SAC
2640,2013-02-02,ATL,CHI
2641,2013-02-02,NY,SAC
2643,2013-02-02,HOU,CHA
2642,2013-02-02,CLE,OKC
2645,2013-02-02,MIL,ORL
2646,2013-02-02,SA,WAS
2647,2013-02-02,POR,UTA
2648,2013-02-02,GS,PHO
2644,2013-02-02,MIN,NO
2639,2013-02-03,TOR,MIA
2638,2013-02-03,DET,LAL
2637,2013-02-03,BOS,LAC
2630,2013-02-04,PHI,ORL
2629,2013-02-04,IND,CHI
2631,2013-02-04,WAS,LAC
2636,2013-02-04,UTA,SAC
2633,2013-02-04,MIA,CHA
2635,2013-02-04,MIN,POR
2632,2013-02-04,NY,DET
2634,2013-02-04,OKC,DAL
2627,2013-02-05,HOU,GS
2626,2013-02-05,MEM,PHO
2625,2013-02-05,BKN,LAL
2624,2013-02-05,IND,ATL
2628,2013-02-05,DEN,MIL
2611,2013-02-06,TOR,BOS
2612,2013-02-06,PHI,IND
2613,2013-02-06,WAS,NY
2614,2013-02-06,ORL,LAC
2616,2013-02-06,ATL,MEM
2615,2013-02-06,CLE,CHA
2618,2013-02-06,DET,BKN
2619,2013-02-06,NO,PHO
2620,2013-02-06,OKC,GS
2621,2013-02-06,DAL,POR
2622,2013-02-06,MIN,SA
2623,2013-02-06,UTA,MIL
2617,2013-02-06,MIA,HOU
2610,2013-02-07,DEN,CHI
2609,2013-02-07,BOS,LAL
2597,2013-02-08,WAS,BKN
2598,2013-02-08,CHA,LAL
2599,2013-02-08,IND,TOR
2600,2013-02-08,ATL,NO
2601,2013-02-08,DET,SA
2603,2013-02-08,MIA,LAC
2604,2013-02-08,MEM,GS
2605,2013-02-08,HOU,POR
2606,2013-02-08,OKC,PHO
2607,2013-02-08,MIN,NY
2608,2013-02-08,UTA,CHI
2602,2013-02-08,CLE,ORL
2596,2013-02-09,SAC,UTA
2595,2013-02-09,DAL,GS
2594,2013-02-09,MIL,DET
2593,2013-02-09,PHI,CHA
2592,2013-02-09,CLE,DEN
2583,2013-02-10,NY,LAC
2584,2013-02-10,MIA,LAL
2585,2013-02-10,BOS,DEN
2589,2013-02-10,BKN,SA
2587,2013-02-10,ORL,POR
2588,2013-02-10,MEM,MIN
2590,2013-02-10,PHO,OKC
2591,2013-02-10,SAC,HOU
2586,2013-02-10,TOR,NO
2575,2013-02-11,PHI,LAC
2576,2013-02-11,CHA,BOS
2577,2013-02-11,CLE,MIN
2578,2013-02-11,IND,BKN
2580,2013-02-11,CHI,SA
2581,2013-02-11,MIL,WAS
2582,2013-02-11,DAL,ATL
2579,2013-02-11,DET,NO
2574,2013-02-12,GS,HOU
2573,2013-02-12,LAL,PHO
2572,2013-02-12,UTA,OKC
2571,2013-02-12,MEM,SAC
2570,2013-02-12,MIA,POR
2569,2013-02-12,TOR,DEN
2557,2013-02-13,ORL,ATL
2558,2013-02-13,CLE,SA
2559,2013-02-13,IND,CHA
2560,2013-02-13,BOS,CHI
2561,2013-02-13,BKN,DEN
2563,2013-02-13,DET,WAS
2564,2013-02-13,MIL,PHI
2565,2013-02-13,NO,POR
2566,2013-02-13,MIN,UTA
2567,2013-02-13,DAL,SAC
2568,2013-02-13,LAC,HOU
2562,2013-02-13,NY,TOR
2556,2013-02-14,LAL,LAC
2555,2013-02-14,OKC,MIA
2546,2013-02-19,WAS,TOR
2547,2013-02-19,ORL,CHA
2548,2013-02-19,BKN,MIL
2551,2013-02-19,DEN,BOS
2550,2013-02-19,NO,CHI
2552,2013-02-19,UTA,GS
2553,2013-02-19,SAC,SA
2554,2013-02-19,POR,PHO
2549,2013-02-19,DET,MEM
2535,2013-02-20,TOR,MEM
2536,2013-02-20,CHA,DET
2538,2013-02-20,CLE,NO
2539,2013-02-20,ATL,MIA
2537,2013-02-20,IND,NY
2541,2013-02-20,HOU,OKC
2542,2013-02-20,MIN,PHI
2543,2013-02-20,DAL,ORL
2544,2013-02-20,LAL,BOS
2545,2013-02-20,GS,PHO
2540,2013-02-20,MIL,BKN
2534,2013-02-21,LAC,SA
2533,2013-02-21,CHI,MIA
2521,2013-02-22,TOR,NY
2522,2013-02-22,WAS,DEN
2523,2013-02-22,CHA,CHI
2524,2013-02-22,IND,DET
2525,2013-02-22,BKN,HOU
2527,2013-02-22,MEM,ORL
2528,2013-02-22,NO,DAL
2529,2013-02-22,OKC,MIN
2530,2013-02-22,PHO,BOS
2531,2013-02-22,LAL,POR
2526,2013-02-22,ATL,SAC
2532,2013-02-22,GS,SA
2520,2013-02-23,LAC,UTA
2519,2013-02-23,MIL,ATL
2518,2013-02-23,DET,IND
2517,2013-02-23,PHI,MIA
2516,2013-02-23,ORL,CLE
2515,2013-02-23,CHA,DEN
2514,2013-02-23,WAS,HOU
2505,2013-02-24,DAL,LAL
2506,2013-02-24,MIN,GS
2507,2013-02-24,MIA,CLE
2510,2013-02-24,NY,PHI
2509,2013-02-24,BKN,MEM
2511,2013-02-24,PHO,SA
2512,2013-02-24,POR,BOS
2513,2013-02-24,OKC,CHI
2508,2013-02-24,NO,SAC
2504,2013-02-25,UTA,BOS
2503,2013-02-25,DEN,LAL
2502,2013-02-25,DET,ATL
2501,2013-02-25,TOR,WAS
2494,2013-02-26,IND,GS
2493,2013-02-26,PHI,ORL
2495,2013-02-26,MIA,SAC
2499,2013-02-26,PHO,MIN
2497,2013-02-26,NO,BKN
2498,2013-02-26,DAL,MIL
2500,2013-02-26,LAC,CHA
2496,2013-02-26,CHI,CLE
2483,2013-02-27,ORL,SAC
2485,2013-02-27,WAS,DET
2486,2013-02-27,NY,GS
2484,2013-02-27,CLE,TOR
2488,2013-02-27,HOU,MIL
2489,2013-02-27,OKC,NO
2490,2013-02-27,SA,PHO
2491,2013-02-27,UTA,ATL
2492,2013-02-27,POR,DEN
2487,2013-02-27,MEM,DAL
2482,2013-02-28,LAL,MIN
2481,2013-02-28,CHI,PHI
2480,2013-02-28,IND,LAC
2468,2013-03-01,TOR,IND
2469,2013-03-01,WAS,NY
2470,2013-03-01,ORL,HOU
2471,2013-03-01,BOS,GS
2472,2013-03-01,CLE,LAC
2474,2013-03-01,BKN,DAL
2475,2013-03-01,NO,DET
2473,2013-03-01,MIA,MEM
2478,2013-03-01,PHO,ATL
2479,2013-03-01,DEN,OKC
2477,2013-03-01,UTA,CHA
2476,2013-03-01,SA,SAC
2467,2013-03-02,POR,MIN
2466,2013-03-02,MIL,TOR
2465,2013-03-02,CHI,BKN
2464,2013-03-02,PHI,GS
2455,2013-03-03,NY,MIA
2456,2013-03-03,LAC,OKC
2458,2013-03-03,ORL,MEM
2457,2013-03-03,WAS,PHI
2461,2013-03-03,SA,DET
2462,2013-03-03,IND,CHI
2463,2013-03-03,LAL,ATL
2460,2013-03-03,HOU,DAL
2459,2013-03-03,SAC,CHA
2454,2013-03-04,GS,TOR
2453,2013-03-04,POR,CHA
2452,2013-03-04,DEN,ATL
2451,2013-03-04,MIN,MIA
2450,2013-03-04,NO,ORL
2449,2013-03-04,MIL,UTA
2448,2013-03-04,CLE,NY
2447,2013-03-05,SAC,DEN
2446,2013-03-05,OKC,LAL
2445,2013-03-05,PHI,BOS
2444,2013-03-06,GS,SAC
2431,2013-03-06,CHA,BKN
2432,2013-03-06,CLE,UTA
2433,2013-03-06,IND,BOS
2435,2013-03-06,MIA,ORL
2436,2013-03-06,DET,NY
2434,2013-03-06,ATL,PHI
2438,2013-03-06,NO,LAL
2439,2013-03-06,MIN,WAS
2440,2013-03-06,DAL,HOU
2441,2013-03-06,SA,CHI
2442,2013-03-06,PHO,TOR
2443,2013-03-06,LAC,MIL
2437,2013-03-06,MEM,POR
2430,2013-03-07,DEN,LAC
2429,2013-03-07,NY,OKC
2420,2013-03-08,DET,DAL
2418,2013-03-08,ORL,IND
2419,2013-03-08,BKN,WAS
2421,2013-03-08,CLE,MEM
2417,2013-03-08,CHA,OKC
2423,2013-03-08,MIA,PHI
2424,2013-03-08,CHI,UTA
2425,2013-03-08,SA,POR
2426,2013-03-08,SAC,PHO
2427,2013-03-08,LAL,TOR
2428,2013-03-08,GS,HOU
2422,2013-03-08,BOS,ATL
2410,2013-03-09,ATL,BKN
2411,2013-03-09,NY,UTA
2413,2013-03-09,MEM,NO
2414,2013-03-09,DEN,MIN
2415,2013-03-09,PHO,HOU
2416,2013-03-09,GS,MIL
2412,2013-03-09,WAS,CHA
2402,2013-03-10,LAL,CHI
2401,2013-03-10,OKC,BOS
2403,2013-03-10,TOR,CLE
2407,2013-03-10,MIN,DAL
2405,2013-03-10,MIA,IND
2406,2013-03-10,NO,POR
2408,2013-03-10,SAC,MIL
2409,2013-03-10,LAC,DET
2404,2013-03-10,ORL,PHI
2400,2013-03-11,GS,NY
2399,2013-03-11,PHO,DEN
2398,2013-03-11,UTA,DET
2397,2013-03-11,SA,OKC
2396,2013-03-11,PHI,BKN
2389,2013-03-12,ORL,LAL
2390,2013-03-12,CLE,WAS
2388,2013-03-12,CHA,BOS
2392,2013-03-12,MIA,ATL
2393,2013-03-12,MIL,DAL
2395,2013-03-12,POR,MEM
2391,2013-03-12,BKN,NO
2394,2013-03-12,MIN,SA
2377,2013-03-13,PHI,MIA
2378,2013-03-13,WAS,MIL
2379,2013-03-13,IND,MIN
2381,2013-03-13,ATL,LAL
2380,2013-03-13,BOS,TOR
2383,2013-03-13,OKC,UTA
2384,2013-03-13,SAC,CHI
2385,2013-03-13,DEN,NY
2386,2013-03-13,LAC,MEM
2387,2013-03-13,GS,DET
2382,2013-03-13,HOU,PHO
2376,2013-03-14,POR,NY
2375,2013-03-14,SA,DAL
2367,2013-03-15,IND,LAL
2365,2013-03-15,TOR,CHA
2366,2013-03-15,WAS,NO
2368,2013-03-15,ATL,PHO
2372,2013-03-15,DAL,CLE
2370,2013-03-15,OKC,ORL
2371,2013-03-15,MIL,MIA
2373,2013-03-15,DEN,MEM
2374,2013-03-15,GS,CHI
2369,2013-03-15,HOU,MIN
2364,2013-03-16,POR,DET
2363,2013-03-16,UTA,MEM
2362,2013-03-16,SA,CLE
2361,2013-03-16,PHI,IND
2360,2013-03-16,BOS,CHA
2359,2013-03-16,WAS,PHO
2351,2013-03-17,TOR,MIA
2352,2013-03-17,MIL,ORL
2353,2013-03-17,LAC,NY
2356,2013-03-17,DAL,OKC
2355,2013-03-17,MIN,NO
2354,2013-03-17,HOU,GS
2358,2013-03-17,LAL,SAC
2357,2013-03-17,BKN,ATL
2349,2013-03-18,PHO,LAL
2350,2013-03-18,UTA,NY
2341,2013-03-18,CHA,WAS
2342,2013-03-18,CLE,IND
2343,2013-03-18,ATL,DAL
2340,2013-03-18,PHI,POR
2345,2013-03-18,BOS,MIA
2346,2013-03-18,CHI,DEN
2347,2013-03-18,MEM,MIN
2348,2013-03-18,NO,GS
2344,2013-03-18,DET,BKN
2339,2013-03-19,SAC,LAC
2338,2013-03-19,OKC,DEN
2337,2013-03-19,MIL,POR
2336,2013-03-19,IND,ORL
2328,2013-03-20,ATL,MIL
2325,2013-03-20,CHA,TOR
2327,2013-03-20,NY,ORL
2329,2013-03-20,MEM,OKC
2326,2013-03-20,CLE,MIA
2331,2013-03-20,HOU,UTA
2332,2013-03-20,DAL,BKN
2335,2013-03-20,LAC,PHI
2333,2013-03-20,SA,GS
2334,2013-03-20,PHO,WAS
2330,2013-03-20,NO,BOS
2324,2013-03-21,SAC,MIN
2322,2013-03-21,CHI,POR
2323,2013-03-21,DEN,PHI
2321,2013-03-22,LAL,WAS
2311,2013-03-22,TOR,NY
2312,2013-03-22,ORL,OKC
2313,2013-03-22,IND,MIL
2314,2013-03-22,ATL,POR
2316,2013-03-22,NO,MEM
2317,2013-03-22,HOU,CLE
2318,2013-03-22,DAL,BOS
2319,2013-03-22,SA,UTA
2320,2013-03-22,PHO,MIN
2315,2013-03-22,MIA,DET
2309,2013-03-23,LAC,BKN
2308,2013-03-23,DEN,SAC
2307,2013-03-23,MEM,BOS
2306,2013-03-23,CHI,IND
2305,2013-03-23,NY,TOR
2304,2013-03-23,CHA,DET
2310,2013-03-23,GS,WAS
2298,2013-03-24,HOU,SA
2296,2013-03-24,MIL,ATL
2297,2013-03-24,MIA,CHA
2299,2013-03-24,OKC,POR
2301,2013-03-24,DAL,UTA
2300,2013-03-24,MIN,CHI
2303,2013-03-24,SAC,PHI
2302,2013-03-24,PHO,BKN
2294,2013-03-25,UTA,PHI
2293,2013-03-25,NO,DEN
2292,2013-03-25,IND,ATL
2291,2013-03-25,ORL,MIA
2290,2013-03-25,WAS,MEM
2295,2013-03-25,GS,LAL
2289,2013-03-26,DAL,LAC
2288,2013-03-26,DET,MIN
2287,2013-03-26,BOS,NY
2273,2013-03-27,TOR,ATL
2274,2013-03-27,PHI,MIL
2275,2013-03-27,CHA,ORL
2276,2013-03-27,CLE,BOS
2277,2013-03-27,NY,MEM
2278,2013-03-27,CHI,MIA
2283,2013-03-27,SA,DEN
2280,2013-03-27,HOU,IND
2281,2013-03-27,OKC,WAS
2282,2013-03-27,MIN,LAL
2285,2013-03-27,GS,SAC
2286,2013-03-27,POR,BKN
2279,2013-03-27,NO,LAC
2284,2013-03-27,UTA,PHO
2272,2013-03-28,PHO,SAC
2271,2013-03-28,DAL,IND
2270,2013-03-28,MIL,LAL
2269,2013-03-29,POR,UTA
2259,2013-03-29,ORL,WAS
2260,2013-03-29,BOS,ATL
2262,2013-03-29,DET,TOR
2261,2013-03-29,NY,CHA
2264,2013-03-29,MEM,HOU
2265,2013-03-29,NO,MIA
2266,2013-03-29,MIN,OKC
2267,2013-03-29,SA,LAC
2268,2013-03-29,DEN,BKN
2263,2013-03-29,CLE,PHI
2251,2013-03-30,PHI,CHA
2249,2013-03-30,DAL,CHI
2250,2013-03-30,ATL,ORL
2252,2013-03-30,HOU,LAC
2258,2013-03-30,GS,POR
2254,2013-03-30,MIL,OKC
2255,2013-03-30,UTA,BKN
2256,2013-03-30,PHO,IND
2257,2013-03-30,SAC,LAL
2253,2013-03-30,MIN,MEM
2245,2013-03-31,NO,CLE
2244,2013-03-31,WAS,TOR
2246,2013-03-31,CHI,DET
2247,2013-03-31,SA,MIA
2248,2013-03-31,NY,BOS
2237,2013-04-01,ATL,CLE
2238,2013-04-01,MIL,CHA
2236,2013-04-01,TOR,DET
2240,2013-04-01,HOU,ORL
2241,2013-04-01,MIN,BOS
2242,2013-04-01,UTA,POR
2243,2013-04-01,LAC,IND
2239,2013-04-01,MEM,SA
2235,2013-04-02,LAL,DAL
2234,2013-04-02,MIA,NY
2233,2013-04-02,WAS,CHI
2224,2013-04-03,CLE,BKN
2222,2013-04-03,CHA,PHI
2223,2013-04-03,ATL,NY
2225,2013-04-03,BOS,DET
2221,2013-04-03,TOR,WAS
2227,2013-04-03,SA,ORL
2228,2013-04-03,UTA,DEN
