,HteamFG,HteamTS,HteamEFG,HteamPPS,HteamFIC,teamFIC40,HteamOrtg,HteamEDiff,HteamPlay,Hwin%,AteamTS,AteamFIC,teamFIC40,AteamEDiff,Awin%,target
46,0.4648333333333333,0.5739666666666666,0.5157666666666666,1.3954333333333333,72.75,60.625,108.9313,5.221333333333333,0.4161,0.6666666666666666,0.5119333333333334,61.25,51.04166666666666,-7.5229,0.3333333333333333,0
47,0.4865333333333333,0.5825,0.5512333333333334,1.2818666666666667,76.95833333333333,64.13193333333334,110.21986666666665,5.8229,0.4399666666666667,0.6666666666666666,0.5179333333333334,71.25,57.14753333333332,1.8755666666666668,0.6666666666666666,1
48,0.4239333333333333,0.4756,0.4541333333333333,1.0443,61.58333333333334,51.31943333333334,98.96116666666668,-8.894366666666668,0.4230666666666667,0.0,0.4754333333333333,54.91666666666666,45.76386666666667,-15.3778,0.0,1
49,0.4515333333333333,0.5530666666666667,0.4988,1.2745333333333333,70.125,58.43746666666666,102.80806666666668,0.8649333333333331,0.4083666666666666,0.3333333333333333,0.5063333333333333,68.04166666666667,56.7014,3.9588,0.3333333333333333,1
50,0.4616333333333333,0.5369333333333333,0.4812333333333334,1.2585666666666666,76.5,63.75,103.37133333333334,9.7776,0.4273333333333333,0.6666666666666666,0.55795,87.0625,72.5521,18.05785,1.0,1
51,0.39665,0.47915,0.4255,1.07335,67.0,55.83335,98.1173,-13.29445,0.40185,0.5,0.477225,64.90625,54.088525,-11.4846,0.25,0
52,0.4648333333333333,0.5457666666666666,0.5053,1.2251333333333332,68.75,57.29166666666666,100.93483333333334,-7.311333333333334,0.4206,0.3333333333333333,0.46405,66.8125,55.6771,-7.270049999999999,0.0,1
53,0.4823,0.5589500000000001,0.527,1.2265,75.6875,63.07295000000001,109.72305,1.3690499999999997,0.4698,0.5,0.4804,65.0625,51.214975,-4.1305,0.5,1
54,0.518425,0.61905,0.58025,1.394425,90.15625,75.1302,117.092025,4.8370750000000005,0.481125,0.75,0.5716,69.8125,58.1771,-2.85145,0.5,1
55,0.49205,0.56865,0.54375,1.24015,86.0625,71.71875,103.99005,7.25895,0.4332,1.0,0.5113666666666666,74.79166666666667,62.3264,3.6045666666666665,0.6666666666666666,0
56,0.42336666666666667,0.5095,0.4679666666666667,1.1418666666666668,76.0,61.72826666666666,101.90253333333334,2.3235333333333337,0.409,0.6666666666666666,0.4907,69.5625,57.96875,-3.436075,0.25,0
57,0.4403,0.5221999999999999,0.4730333333333333,1.205733333333333,74.91666666666667,62.43056666666666,106.8508,1.5357333333333332,0.42923333333333336,0.6666666666666666,0.5377666666666666,80.08333333333333,66.73613333333333,9.864533333333334,0.6666666666666666,1
58,0.51875,0.607075,0.5833,1.326775,84.8125,70.677075,114.53825,10.797775,0.47115,0.75,0.49555,62.375,51.979175,-2.039575,0.25,1
59,0.444175,0.51745,0.482375,1.1561500000000002,72.78125,60.65105,104.612125,-0.8850250000000002,0.436775,0.25,0.579925,74.65625,62.213525,0.8562499999999993,0.25,1
60,0.395975,0.463075,0.4251,1.013975,53.65625,42.154275,92.223875,-6.119825,0.378825,0.25,0.4928,59.65625,49.713525,-14.76805,0.0,1
61,0.480375,0.5862499999999999,0.533775,1.3878,73.625,61.354175,107.732525,2.1116749999999995,0.4204,0.5,0.5599000000000001,80.4375,67.03125,10.56525,1.0,1
62,0.4298,0.515675,0.468275,1.1808,62.71875,52.265625,102.032575,-1.6310499999999997,0.412075,0.5,0.516725,65.3125,54.427075,-3.83785,0.5,1
63,0.4403333333333333,0.5182333333333333,0.4700666666666667,1.1535333333333335,68.75,57.29166666666666,100.58033333333331,1.9646,0.4164333333333333,0.6666666666666666,0.4669666666666667,60.625,50.52083333333334,-11.043933333333333,0.3333333333333333,0
64,0.418025,0.501175,0.46435,1.107825,67.875,54.89189999999999,103.505625,-5.023925,0.419325,0.5,0.5909,79.625,66.35418,6.404179999999998,0.6,0
65,0.465275,0.5335749999999999,0.48295,1.238575,79.25,66.041675,104.43205,8.963725,0.43955,0.75,0.56655,74.84375,62.369775,5.657375,0.5,0
66,0.453575,0.5396,0.490075,1.2275,69.9375,56.836675,99.35575,-4.064225,0.405875,0.5,0.461875,58.875,49.0625,-4.066725,0.5,0
67,0.4671333333333333,0.5333666666666667,0.5103333333333334,1.1586666666666667,74.54166666666667,62.11806666666667,106.04576666666668,2.0216,0.4588,0.6666666666666666,0.6178,89.775,74.8125,10.66108,0.8,0
68,0.40066666666666667,0.4691,0.4458666666666667,1.0084666666666666,64.91666666666667,52.49543333333333,92.6303,-6.739066666666666,0.38106666666666666,0.0,0.5287333333333334,80.91666666666667,67.43056666666666,-1.700466666666666,0.6666666666666666,0
69,0.4365250000000001,0.5089,0.4723250000000001,1.113725,70.125,58.437525,103.388325,3.32345,0.427325,0.5,0.5201333333333333,57.66666666666666,48.05556666666666,-13.22,0.3333333333333333,0
70,0.446475,0.5313,0.47505,1.213375,79.625,66.354175,106.914425,7.60825,0.4330250000000001,0.75,0.497675,70.90625,57.88475,0.15675000000000014,0.5,1
71,0.4664666666666666,0.5861,0.5537666666666666,1.2821,86.25,71.875,117.2804,21.6774,0.4544666666666666,1.0,0.5953200000000001,83.775,69.8125,9.7243,0.8,1
72,0.46416,0.57118,0.51152,1.3223799999999999,74.75,62.29166,103.52420000000002,5.7755,0.40918000000000004,0.6,0.51312,61.7,51.41666,-12.255019999999998,0.0,1
73,0.47016,0.5552,0.51388,1.32318,69.925,58.27081999999999,106.13074,-1.2634400000000006,0.44111999999999996,0.2,0.53284,67.9,56.58334,0.7503000000000004,0.6,1
74,0.442075,0.5229499999999999,0.478125,1.20035,75.0625,62.5521,104.58775,5.22675,0.424325,0.75,0.48100000000000004,65.125,51.86782000000001,-3.96974,0.4,1
75,0.4247,0.49288000000000004,0.45821999999999996,1.0957199999999998,72.675,60.56248000000001,102.74215999999998,-7.65866,0.42954,0.4,0.51418,63.175,52.64581999999999,-5.12542,0.4,1
76,0.41434,0.4839000000000001,0.44618,1.06728,56.925,45.39008,96.91008000000001,-4.45528,0.39944,0.4,0.5484399999999999,75.15,62.625,3.737359999999999,0.8,0
77,0.413575,0.4906,0.4431250000000001,1.0898,63.375,52.8125,92.862275,-2.7427749999999995,0.38245,0.5,0.5048333333333334,73.54166666666667,61.28473333333333,-11.411333333333333,0.3333333333333333,1
78,0.43374,0.4944800000000001,0.47126,1.09036,69.525,57.9375,102.54724000000002,-1.4801399999999998,0.4332800000000001,0.4,0.51844,72.025,60.02084,1.24042,0.4,1
79,0.41194,0.50634,0.45272,1.13696,63.425,52.85418000000001,103.34898,-2.71774,0.4103,0.2,0.48456000000000005,64.175,53.47916,-1.99332,0.6,0
80,0.41,0.4864666666666666,0.44483333333333336,1.0712666666666666,64.375,51.64331666666667,96.57486666666668,-3.6761666666666666,0.3891166666666666,0.3333333333333333,0.48155,64.125,52.23615,-7.6241249999999985,0.0,1
81,0.45556,0.52586,0.47563999999999995,1.2075200000000001,74.5,62.08334,102.49792,5.92138,0.4269,0.6,0.5349799999999999,74.2,61.83334,4.6230600000000015,0.8,1
82,0.428,0.514725,0.46735,1.150975,74.40625,62.005225,107.8881,-10.885375,0.4377,0.25,0.5820666666666667,78.875,65.72916666666667,6.403233333333333,0.6666666666666666,1
83,0.470375,0.5427500000000001,0.5141,1.19105,78.65625,65.546875,102.47425,1.2944750000000005,0.427075,0.75,0.54324,70.725,57.78184,-4.51144,0.4,0
84,0.4317166666666667,0.5044333333333334,0.4660333333333334,1.1224500000000004,69.22916666666667,57.69098333333333,101.15888333333334,-2.3659666666666666,0.4214833333333334,0.3333333333333333,0.5040833333333333,74.04166666666667,61.70136666666667,-6.0437666666666665,0.5,1
85,0.41976,0.50298,0.46614,1.12626,65.7,53.41351999999999,102.87894,-6.918780000000001,0.41648,0.4,0.5539166666666667,76.70833333333333,63.92361666666667,5.044599999999999,0.8333333333333334,0
86,0.4324833333333333,0.5117166666666667,0.47025,1.1629166666666666,61.91666666666666,51.59723333333333,99.18491666666668,-3.42965,0.4068,0.5,0.4962166666666668,74.125,61.77083333333334,2.1662000000000003,0.5,0
87,0.4094,0.5010399999999999,0.45753999999999995,1.1159400000000002,67.65,55.41196,98.52384,-1.66152,0.38632,0.4,0.5086166666666666,62.54166666666666,52.11805,-12.230933333333333,0.0,1
88,0.4584666666666666,0.5449166666666667,0.5023,1.2896833333333333,72.35416666666667,60.29513333333333,105.50663333333334,3.0020333333333333,0.4342666666666665,0.3333333333333333,0.4732166666666667,56.77083333333334,45.60285,-5.6428666666666665,0.3333333333333333,1
89,0.47600000000000003,0.5821166666666667,0.5248499999999999,1.3484666666666667,74.95833333333333,62.46526666666667,105.53678333333336,6.831333333333332,0.42015,0.6666666666666666,0.5269333333333334,64.16666666666667,53.47221666666667,-4.609633333333333,0.3333333333333333,1
90,0.43164,0.51436,0.4609,1.16858,77.575,64.64583999999999,106.3044,7.873519999999999,0.4287800000000001,0.8,0.6101666666666666,85.97916666666669,71.6493,10.0033,0.8333333333333334,1
91,0.5013666666666666,0.58995,0.5462333333333333,1.361,79.41666666666667,66.18056666666666,109.89751666666668,7.753183333333332,0.4507833333333333,0.6666666666666666,0.5264,70.65625,58.880225,-0.1624000000000001,0.5,1
92,0.452825,0.533925,0.50275,1.213375,66.84375,55.703125,107.2875,1.4613500000000013,0.4319,0.5,0.49962,64.0,53.33335999999999,-6.4423200000000005,0.4,1
93,0.4065666666666667,0.5023333333333333,0.4532166666666666,1.1225666666666667,61.5625,51.3021,101.67511666666668,-4.1384,0.4007333333333333,0.16666666666666666,0.5081857142857144,69.76785714285714,58.139885714285704,-0.03655714285714292,0.42857142857142855,0
94,0.4234571428571429,0.5032428571428571,0.4601714285714286,1.1377428571428572,62.25,51.875,99.33688571428571,-12.597157142857142,0.4012,0.0,0.5905285714285714,75.64285714285714,63.03570000000001,8.063014285714285,0.7142857142857143,0
95,0.41513333333333335,0.4960666666666666,0.4561,1.0930333333333333,65.83333333333333,54.8611,97.386,0.2125166666666667,0.3936333333333333,0.6666666666666666,0.5267200000000001,74.875,62.39584,0.15608000000000022,0.6,0
96,0.4082333333333334,0.50315,0.4575,1.1250666666666669,68.16666666666667,56.00301666666667,99.01118333333334,1.08115,0.3837333333333333,0.5,0.5877714285714285,82.16071428571429,68.46725714285715,5.772842857142856,0.7142857142857143,0
97,0.42845,0.51245,0.4764666666666666,1.1426666666666667,68.3125,55.81334999999999,104.42043333333332,-6.280000000000001,0.42315,0.3333333333333333,0.5172800000000001,67.175,55.97918000000001,-3.0234799999999997,0.4,0
98,0.4788285714285715,0.5740571428571429,0.5377000000000001,1.2847142857142857,77.14285714285714,63.53605714285714,109.77718571428572,4.922914285714286,0.44091428571428576,0.5714285714285714,0.5186,71.14583333333333,59.2882,2.478933333333333,0.6666666666666666,0
99,0.4229142857142857,0.4933142857142857,0.4554428571428572,1.1043714285714283,70.33928571428571,58.616057142857144,101.31565714285713,-7.171785714285713,0.42248571428571424,0.42857142857142855,0.4865285714285715,76.26785714285714,61.72721428571429,2.6319285714285714,0.5714285714285714,1
100,0.4504666666666666,0.5215166666666666,0.47345,1.1875166666666666,73.79166666666667,61.49306666666666,102.48705,6.3081,0.4265833333333333,0.6666666666666666,0.5447,69.60416666666667,57.04041666666666,-3.026616666666667,0.5,0
101,0.4564571428571429,0.5451714285714286,0.5010857142857142,1.2871,74.08928571428571,61.74107142857143,106.61607142857143,4.615542857142857,0.4357142857142857,0.42857142857142855,0.5704285714285715,77.08928571428571,64.24107142857143,4.764814285714285,0.8571428571428571,0
102,0.40332857142857137,0.4724714285714286,0.4339857142857143,1.0402142857142858,57.23214285714285,46.231014285714295,96.29534285714286,-6.8791142857142855,0.3956428571428572,0.2857142857142857,0.5050428571428571,66.94642857142857,54.83405714285714,-6.568557142857144,0.2857142857142857,0
103,0.43662,0.51928,0.48553999999999997,1.18096,67.05,55.875,104.06584,2.948180000000001,0.41712,0.6,0.5214571428571428,62.875,52.395828571428574,-6.1587000000000005,0.2857142857142857,1
104,0.4121428571428571,0.4871714285714286,0.4482571428571429,1.0771571428571427,64.39285714285714,51.94427142857143,97.20174285714286,-2.5027571428571425,0.3950142857142857,0.42857142857142855,0.5089571428571428,67.08928571428571,53.0662,-4.4124,0.14285714285714285,0
105,0.42268333333333336,0.4841833333333334,0.4523166666666667,1.0529833333333334,61.20833333333334,51.00696666666666,95.8633,-6.851183333333334,0.4054333333333333,0.3333333333333333,0.5686499999999999,83.5,69.583325,18.808575,1.0,0
106,0.42662,0.5059,0.46124,1.13342,72.975,59.75512,106.30323999999999,-7.916499999999999,0.43712,0.4,0.4888,64.875,53.10142000000001,-7.00684,0.0,1
107,0.4180142857142857,0.4997,0.4615285714285714,1.098228571428571,65.92857142857143,54.940471428571435,96.88325714285715,-1.0749857142857144,0.3924571428571429,0.5714285714285714,0.499625,62.109375,51.7578125,-11.29655,0.0,0
108,0.4645285714285714,0.5488285714285713,0.4967714285714286,1.2580000000000002,71.55357142857143,58.8025,102.92571428571428,-1.6393714285714285,0.4240571428571429,0.5714285714285714,0.5228375000000001,74.96875,59.7116875,0.7250624999999999,0.5,1
109,0.4652833333333333,0.5384500000000001,0.5045833333333333,1.1870333333333332,76.27083333333333,63.55903333333333,102.28413333333332,1.5967333333333336,0.42545,0.6666666666666666,0.4786,63.296875,51.2455125,-2.490275,0.375,1
110,0.4142000000000001,0.5144,0.4671428571428571,1.1607714285714288,70.625,58.166271428571434,101.82778571428571,0.4641285714285715,0.3932000000000001,0.42857142857142855,0.5084799999999999,69.625,58.02084,-0.3327199999999998,0.6,1
111,0.4454285714285714,0.5257999999999999,0.475,1.2140857142857144,71.51785714285714,59.59821428571429,102.60854285714287,3.391042857142857,0.4173857142857143,0.7142857142857143,0.50485,72.6875,59.69176666666666,-3.67325,0.5,0
112,0.4642875,0.5586125000000001,0.5189250000000001,1.25225,73.203125,60.34665,107.411625,3.199587499999999,0.4294750000000001,0.5,0.4719,61.89583333333334,50.77896666666667,-8.762866666666666,0.0,1
113,0.427225,0.4982375,0.46035,1.1125999999999998,72.65625,60.5468625,103.9304,-4.8863,0.4329125,0.5,0.5244428571428571,73.16071428571429,60.967271428571436,4.452071428571427,0.5714285714285714,0
114,0.4959428571428571,0.58,0.5387571428571428,1.3216285714285714,77.78571428571429,64.82144285714286,108.34774285714286,8.712414285714285,0.4473857142857143,0.7142857142857143,0.5865125,82.640625,68.8671875,5.455987499999999,0.75,1
115,0.42532857142857133,0.5029571428571429,0.464,1.1382428571428571,63.30357142857143,51.28285714285714,98.0646,-3.7148857142857135,0.40277142857142856,0.42857142857142855,0.5203333333333333,67.60416666666667,56.33681666666666,-1.1362500000000002,0.5,1
116,0.471725,0.5795625,0.5152125,1.3504,73.90625,61.588525,105.4084625,7.329175,0.4139375,0.75,0.5217833333333334,78.0625,65.05208333333333,9.829583333333332,0.8333333333333334,0
117,0.4404375,0.5001875,0.4764875,1.1056125,77.140625,62.6831875,103.336975,0.913925,0.4394375,0.5,0.5832333333333334,81.08333333333333,67.56944444444444,4.02481111111111,0.6666666666666666,0
118,0.4767875,0.5544875,0.5193875,1.2505875,75.84375,63.203125,104.592625,4.457925,0.432575,0.875,0.5663599999999999,80.325,66.9375,17.2524,1.0,0
119,0.4547666666666667,0.53755,0.5009333333333333,1.230883333333333,71.60416666666667,59.67013333333333,108.09458333333332,4.894100000000001,0.43735,0.6666666666666666,0.5524874999999999,72.28125,59.5120875,-0.7168375,0.625,1
120,0.3977777777777777,0.4758555555555556,0.4330444444444444,1.0625111111111112,62.27777777777778,50.563144444444454,95.36818888888891,-3.8861999999999988,0.3834444444444444,0.3333333333333333,0.5608,73.8611111111111,60.96785555555557,3.5845555555555544,0.5555555555555556,1
121,0.4029625,0.4856625,0.4447625,1.07405,63.53125,52.9427,95.3702,-3.4505,0.3839875,0.5,0.5195222222222223,73.97222222222223,59.18816666666666,0.006622222222222185,0.4444444444444444,1
122,0.4268111111111111,0.5043888888888889,0.4616555555555556,1.1484666666666667,64.08333333333333,53.40277777777778,99.87433333333334,-7.810366666666668,0.40597777777777777,0.1111111111111111,0.4920857142857143,63.26785714285714,52.723228571428564,-7.4478285714285715,0.2857142857142857,0
123,0.4375875,0.515975,0.4673250000000001,1.1965875,71.4375,59.53125,101.1747625,2.7052625,0.4142625,0.625,0.5102125000000001,63.125,51.3178125,-2.7046875000000004,0.5,0
124,0.4517625,0.5382750000000001,0.4958875,1.264725,73.015625,60.84635,105.12675,3.7498875,0.430925,0.375,0.4952333333333333,71.9861111111111,59.40643333333334,-5.016755555555556,0.4444444444444444,1
125,0.4390285714285713,0.5243142857142857,0.4769428571428572,1.1718142857142857,77.73214285714286,64.77678571428571,109.26181428571428,10.027614285714282,0.4372142857142858,0.8571428571428571,0.5630833333333333,79.70833333333333,66.42361666666666,15.110683333333334,1.0,1
126,0.41135,0.476375,0.4389875,1.0498,57.0,46.2203625,96.73026249999998,-8.4845875,0.4024375000000001,0.25,0.5191571428571429,66.625,55.520842857142846,-1.5977428571428571,0.42857142857142855,0
127,0.4295333333333333,0.5095333333333333,0.4652,1.1318833333333334,69.33333333333333,57.77778333333333,100.08698333333332,-1.00355,0.4115666666666666,0.5,0.5797555555555555,74.16666666666667,61.80554444444446,5.268622222222223,0.6666666666666666,0
128,0.427275,0.520725,0.4799625,1.16685,69.140625,56.7818875,104.5351875,-3.282125000000001,0.41655,0.375,0.5197875,70.796875,58.3954875,0.950825,0.5,1
129,0.43069,0.4974299999999999,0.46276999999999996,1.1019,72.225,59.663709999999995,104.51564999999998,-5.76975,0.4356999999999999,0.4,0.5832200000000001,80.7,67.25,4.2048299999999985,0.7,0
130,0.4947125,0.5851875,0.5408625,1.3421875,78.21875,65.1823,108.9905875,8.551437499999999,0.4448125,0.75,0.5296,74.9375,61.5892875,4.6531125,0.625,1
131,0.4723444444444445,0.5506,0.5153222222222222,1.2393444444444444,75.79166666666667,63.15972222222222,105.19944444444445,3.4734777777777768,0.4336111111111111,0.7777777777777778,0.4982333333333333,76.25,62.11885555555556,0.1651555555555556,0.4444444444444444,1
132,0.4584714285714285,0.5308571428571429,0.4945142857142857,1.1728714285714283,77.57142857142857,64.64285714285714,102.87935714285713,3.5191428571428567,0.4300714285714285,0.7142857142857143,0.5118714285714285,69.67857142857143,58.06548571428571,-3.3399714285714284,0.42857142857142855,1
133,0.438875,0.5204,0.4875,1.1773125,62.171875,51.8098875,102.7781625,-7.216825,0.4168000000000001,0.25,0.54983,71.3125,58.90232000000001,1.0898499999999989,0.5,0
134,0.4261285714285714,0.5032428571428571,0.4570142857142857,1.1294428571428572,71.19642857142857,58.575085714285706,103.66028571428572,-2.849185714285714,0.42737142857142857,0.5714285714285714,0.531625,76.421875,63.6849,10.236625,0.875,0
135,0.4085714285714285,0.4885285714285714,0.4563571428571429,1.0599571428571428,63.17857142857143,51.96232857142858,94.76692857142856,-8.463071428571428,0.3822857142857143,0.0,0.5198600000000001,74.225,59.64435,-0.67492,0.4,0
136,0.4687111111111111,0.5537666666666666,0.5020555555555556,1.2733777777777782,71.95833333333333,59.323244444444455,104.88741111111112,-1.2728444444444444,0.4322666666666667,0.5555555555555556,0.5028874999999999,63.84375,50.716775,-3.5604875,0.25,1
137,0.4681285714285714,0.5661714285714285,0.5342,1.2579857142857145,77.76785714285714,64.80655714285714,113.24591428571428,11.280628571428574,0.4614857142857143,0.8571428571428571,0.48156000000000004,64.9125,52.89225,-1.3613299999999993,0.4,1
138,0.4112555555555555,0.5061222222222221,0.4574555555555555,1.1406777777777781,63.40277777777778,50.625555555555565,101.64488888888887,-5.429466666666666,0.4015,0.2222222222222222,0.5018374999999999,66.21875,55.1823,-5.9913124999999985,0.375,1
139,0.4092777777777778,0.4918777777777778,0.4528111111111112,1.0811444444444445,64.97222222222223,54.14351111111111,97.2563,-2.310577777777778,0.3924111111111112,0.5555555555555556,0.5129333333333332,62.569444444444436,52.1412,-7.341344444444445,0.2222222222222222,1
