,PTS_home,FG_PCT_home,FT_PCT_home,FG3_PCT_home,AST_home,REB_home,PTS_away,FG_PCT_away,FT_PCT_away,FG3_PCT_away,AST_away,REB_away,HOME_TEAM_WINS
142,93.0,0.4482,0.7869999999999999,0.2748,17.4,44.2,94.8,0.4846,0.7474000000000001,0.4458,22.2,40.4,1
143,92.6,0.4270000000000001,0.8061999999999999,0.2822,19.4,40.8,95.4,0.4474,0.6922,0.233,22.2,41.2,1
144,88.8,0.4384,0.7378,0.4214000000000001,21.8,42.6,96.4,0.3848,0.7352000000000001,0.3732,18.6,46.6,1
145,88.2,0.4056,0.765,0.3140000000000001,21.0,48.2,96.0,0.4544,0.7097999999999999,0.2884,22.2,42.4,1
146,89.6,0.4308000000000001,0.7512000000000001,0.4512000000000001,22.0,41.8,102.6,0.4280000000000001,0.7979999999999999,0.3989999999999999,20.6,47.0,1
147,96.2,0.4168,0.6638,0.33280000000000004,18.0,43.0,90.6,0.4328,0.7026000000000001,0.3034,21.6,49.2,1
148,86.0,0.4112,0.8558,0.42100000000000004,19.8,43.8,95.6,0.449,0.7112,0.198,21.4,40.2,0
149,85.6,0.3912,0.6839999999999999,0.31360000000000005,20.8,45.0,97.6,0.4626,0.7586,0.4064,23.0,37.4,0
150,92.4,0.4414,0.7918000000000001,0.35660000000000003,23.0,44.6,89.0,0.4202,0.6709999999999999,0.28200000000000003,17.0,45.6,1
151,87.4,0.3866,0.8455999999999999,0.33719999999999994,17.6,42.8,93.2,0.4572,0.6872,0.256,20.8,41.8,1
152,82.6,0.4010000000000001,0.7924,0.3014,19.2,38.0,88.0,0.4024,0.7434000000000001,0.253,18.0,41.4,0
153,87.4,0.4298,0.7527999999999999,0.1944,20.8,43.0,97.8,0.449,0.8030000000000002,0.4184,27.8,44.2,0
154,99.4,0.4434,0.7428000000000001,0.3388,22.0,39.4,94.2,0.45299999999999996,0.8211999999999999,0.2666,19.0,41.8,0
155,93.0,0.3626,0.7764,0.3796000000000001,18.6,45.8,96.2,0.4193999999999999,0.7806,0.2922,21.4,43.2,1
156,101.8,0.4608,0.6968,0.319,25.0,47.4,91.4,0.4406,0.7100000000000001,0.39399999999999996,23.4,46.2,1
157,92.8,0.4468,0.7908000000000002,0.2176,19.0,44.0,92.8,0.434,0.7222000000000001,0.4138,17.8,40.0,1
158,92.4,0.4406,0.7256,0.35600000000000004,24.4,48.0,97.0,0.4526000000000001,0.8597999999999999,0.34299999999999997,19.4,40.0,1
159,95.8,0.4698,0.8151999999999999,0.3522,21.2,41.6,85.2,0.4134000000000001,0.8844000000000001,0.3836000000000001,19.8,44.2,1
160,90.8,0.4376,0.6792,0.24220000000000005,20.2,48.0,86.6,0.4396000000000001,0.7634000000000001,0.3214,22.6,42.0,0
161,90.6,0.4578,0.6712,0.2328,21.8,41.4,93.6,0.4402,0.6746000000000001,0.33480000000000004,19.4,45.0,1
162,93.2,0.4522000000000001,0.7584000000000001,0.32320000000000004,21.2,44.8,86.4,0.384,0.7781999999999998,0.3604,17.4,43.2,1
163,91.4,0.3654,0.7878000000000001,0.326,19.8,45.6,97.8,0.4048,0.6852,0.3670000000000001,17.2,44.6,1
164,93.8,0.4424,0.7352,0.17300000000000001,22.0,42.4,93.6,0.4122,0.7647999999999999,0.34819999999999995,23.0,42.4,1
165,92.6,0.4434,0.7212000000000001,0.3768,21.0,41.2,89.6,0.4308,0.7762,0.42100000000000004,21.6,43.4,0
166,93.4,0.4448,0.7506,0.4498,20.0,37.0,100.2,0.451,0.7305999999999999,0.3618,23.0,41.0,0
167,89.4,0.40299999999999997,0.7534000000000001,0.303,18.8,44.0,82.0,0.3856,0.6864,0.3102,21.0,40.8,1
168,97.4,0.4473999999999999,0.7352000000000001,0.1906,21.0,39.8,89.4,0.4472,0.7364,0.3648,20.6,43.0,1
169,105.0,0.4938,0.8408,0.4258,28.0,43.0,93.4,0.4368,0.7222000000000001,0.3776,18.0,43.0,1
170,92.2,0.4518,0.778,0.2266,20.2,41.8,94.2,0.4306,0.6736000000000001,0.3178,19.2,44.2,1
171,104.6,0.4546,0.7549999999999999,0.3144,25.0,48.2,97.8,0.3906,0.7834,0.3546,25.2,47.6,1
172,91.4,0.4116,0.8231999999999999,0.2902,16.6,42.2,90.8,0.43,0.7236,0.24220000000000005,19.4,48.8,1
173,88.4,0.4324,0.789,0.32280000000000003,23.0,41.2,97.4,0.4103999999999999,0.7983999999999999,0.3386,18.4,45.0,1
174,85.0,0.4192,0.7630000000000001,0.31660000000000005,23.4,38.4,79.8,0.3848,0.7964,0.26880000000000004,18.0,36.8,0
175,86.2,0.4118000000000001,0.8809999999999999,0.3422,19.8,45.2,84.4,0.4026,0.7598,0.2888000000000001,18.4,43.8,1
176,97.6,0.4687999999999999,0.8100000000000002,0.3568000000000001,19.4,42.2,88.2,0.4206,0.7012,0.3796000000000001,20.6,44.6,0
177,98.8,0.449,0.7608,0.1778,21.0,40.0,102.0,0.4428,0.7139999999999999,0.38,22.4,41.8,1
178,93.4,0.462,0.6609999999999999,0.3494,21.4,42.0,93.6,0.4292000000000001,0.7891999999999999,0.3124,21.0,44.6,1
179,110.0,0.5034,0.8678000000000001,0.45299999999999996,29.2,43.0,88.8,0.4320000000000001,0.7064,0.3936,19.4,43.6,1
180,80.0,0.3882,0.8100000000000002,0.28979999999999995,18.2,37.6,93.6,0.4162,0.8146000000000001,0.3362,22.0,38.6,0
181,95.0,0.4458,0.7101999999999999,0.4464,20.0,37.8,94.2,0.3944,0.6834,0.3506,16.6,43.4,1
182,92.4,0.4256,0.7638,0.3562,16.8,42.8,87.8,0.4174000000000001,0.7626000000000001,0.3924,19.2,43.0,0
183,83.4,0.3804,0.7496,0.281,19.4,39.0,90.0,0.4380000000000001,0.8992000000000001,0.3716,21.4,45.0,0
184,90.0,0.4096,0.8432000000000001,0.235,17.8,42.4,95.8,0.4638,0.7394000000000001,0.3794,20.6,45.8,0
185,92.6,0.4056,0.8055999999999999,0.3338,18.2,43.6,84.8,0.3894,0.7194,0.3574,16.4,43.6,0
186,90.4,0.418,0.7382,0.3728,18.0,43.8,91.6,0.4504,0.8308,0.2894,24.4,41.4,1
187,92.8,0.4244,0.7002,0.3084,18.8,41.8,85.2,0.3976,0.6774000000000001,0.34040000000000004,19.8,48.4,1
188,102.6,0.4328,0.7642,0.3254,22.2,47.8,90.8,0.4496,0.6942,0.3602,21.2,41.0,1
189,85.6,0.402,0.7048000000000001,0.2686,19.6,45.2,91.0,0.382,0.6809999999999999,0.3634000000000001,15.8,44.2,0
190,90.2,0.4254000000000001,0.7954,0.3214,20.6,37.4,82.0,0.3818,0.8154,0.3222,17.2,42.2,1
191,110.0,0.4988,0.851,0.4654,29.2,45.6,98.8,0.4396,0.7258,0.3716,20.8,39.2,1
192,91.8,0.4310000000000001,0.7102,0.40399999999999997,19.8,37.0,84.2,0.4298,0.7660000000000001,0.31220000000000003,22.8,37.4,0
193,97.0,0.3926,0.7866,0.3022,23.6,48.4,93.4,0.473,0.784,0.2746,22.4,41.0,1
194,88.2,0.4378,0.8442000000000001,0.3026,22.8,40.0,90.0,0.418,0.9278,0.32219999999999993,21.8,43.6,0
195,104.2,0.4726000000000001,0.7959999999999999,0.25860000000000005,23.8,39.0,93.0,0.4004,0.7462000000000001,0.4064,16.6,41.8,1
196,98.2,0.4622,0.7072,0.396,26.8,48.0,92.6,0.4635999999999999,0.6814,0.30700000000000005,21.8,40.6,1
197,92.4,0.4764000000000001,0.7406,0.28480000000000005,23.0,39.8,108.0,0.4484,0.76,0.3794,24.2,48.8,1
198,90.8,0.4202,0.8821999999999999,0.2218,17.2,43.6,76.6,0.387,0.7742,0.2596,17.8,36.6,0
199,95.8,0.4386,0.7427999999999999,0.2488,21.4,42.8,87.8,0.4106,0.7266,0.3732,18.2,44.4,1
200,82.6,0.3982,0.8071999999999999,0.3524,18.8,40.4,94.6,0.4536000000000001,0.764,0.3408,21.2,46.4,1
201,87.8,0.4214000000000001,0.7542,0.2696,15.2,41.0,84.6,0.393,0.77,0.2924,18.6,39.6,0
202,82.4,0.38,0.6428,0.3298,19.0,47.4,91.0,0.4258,0.7472000000000001,0.2992,20.4,49.6,1
