[0.6441753506660461, 0.6073501110076904]
[0.6511139869689941, 0.6073501110076904]
[0.6422291994094849, 0.6363636255264282]
[0.627409815788269, 0.6576402187347412]
[0.6436822414398193, 0.6305609345436096]
[0.6314675211906433, 0.6537717580795288]
[0.602405846118927, 0.6847195625305176]
[0.6326901912689209, 0.613152801990509]
[0.6122466921806335, 0.646034836769104]
[0.6177747249603271, 0.6615086793899536]
