[0.6358851790428162, 0.6208897233009338]
[0.630048930644989, 0.6479690670967102]
[0.6150044798851013, 0.6653771996498108]
[0.6316681504249573, 0.6073501110076904]
[0.6156805157661438, 0.6653771996498108]
[0.6294921040534973, 0.634429395198822]
[0.6143321394920349, 0.6537717580795288]
[0.633338212966919, 0.6363636255264282]
[0.6177142262458801, 0.6518375277519226]
[0.6415389180183411, 0.6518375277519226]
