[0.6162238717079163, 0.6634429693222046]
[0.6519409418106079, 0.6189554929733276]
[0.6349184513092041, 0.6499032974243164]
[0.6898666620254517, 0.5435203313827515]
[0.6389121413230896, 0.6518375277519226]
[0.6460996866226196, 0.6518375277519226]
[0.6351437568664551, 0.6479690670967102]
[0.6329324841499329, 0.6595744490623474]
[0.6532805562019348, 0.6189554929733276]
[0.6354643106460571, 0.6324951648712158]
