[0.6238376498222351, 0.6653771996498108]
[0.608758270740509, 0.6789168119430542]
[0.5980862379074097, 0.6808510422706604]
[0.6446377038955688, 0.6382978558540344]
[0.621825098991394, 0.6576402187347412]
[0.602786123752594, 0.6615086793899536]
[0.630160391330719, 0.6499032974243164]
[0.614173173904419, 0.6615086793899536]
[0.6355043649673462, 0.6324951648712158]
[0.6314110159873962, 0.6750483512878418]
