[0.6360933184623718, 0.634429395198822]
[0.6474506855010986, 0.6441006064414978]
[0.6392489671707153, 0.6363636255264282]
[0.6369038224220276, 0.6421663165092468]
[0.6549094319343567, 0.6054158806800842]
[0.6434711217880249, 0.613152801990509]
[0.6145133972167969, 0.68858802318573]
[0.6450892686843872, 0.6324951648712158]
[0.627894401550293, 0.6595744490623474]
[0.6147812604904175, 0.655705988407135]
